movie_id,title,industry,release_date,release_year,release_weekday,genre,languages,num_languages,weekend1_collection_cr,worldwide_collection_cr,india_net_cr,india_gross_cr,overseas_cr
6436,An Action Hero,Hindi,02-12-22,2022,4,Action|Romantic,Hindi,1,5.99,16.85,11.3,13.35,3.5
6037,Bhediya,Hindi,25-11-22,2022,4,Comedy|Horror,Hindi|Telugu,2,28.55,94.91,68.99,81.41,13.5
6757,Drishyam 2,Hindi,18-11-22,2022,4,Drama|Thriller,Hindi,1,64.14,342.31,239.67,282.81,59.5
6421,Uunchai,Hindi,11-11-22,2022,4,Drama,Hindi,1,10.16,48.32,32.9,38.82,9.5
6586,Yashoda,Telugu,11-11-22,2022,4,Drama|Thriller,Hindi|Malayalam|Tamil|Telugu,4,10.28,32.13,20.2,23.63,8.5
6405,Black Panther: Wakanda Forever,English,11-11-22,2022,4,Superhero,English|Hindi|Tamil|Telugu,4,42.2,6634,71.51,87.24,6546.76
5713,Phone Bhoot,Hindi,04-11-22,2022,4,Comedy|Horror,Hindi,1,7.85,17.62,12.81,15.12,2.5
6290,Mili,Hindi,04-11-22,2022,4,Thriller,Hindi,1,1.74,3.82,2.82,3.32,0.5
7532,Har Har Mahadev,Marathi,25-10-22,2022,1,Action|Drama|Historical,Hindi|Marathi,2,7.32,8.65,9.75,11.51,0
5775,Ram Setu,Hindi,25-10-22,2022,1,Historical|Mythology,Hindi|Tamil|Telugu,3,56,96.74,74.7,89.24,7.5
5685,Thank God,Hindi,25-10-22,2022,1,Comedy,Hindi,1,29.25,48.99,36.35,42.49,6.5
7587,Ginna,Telugu,21-10-22,2022,4,Action|Comedy|Romantic,Hindi|Malayalam|Telugu,3,0.2,0.24,0.36,0.42,0.01
6175,Black Adam,English,20-10-22,2022,3,Action|Fantasy|Sci-Fi,English|Hindi|Tamil|Telugu,4,23.55,2985,48.69,57.52,2927.48
5834,Doctor G,Hindi,14-10-22,2022,4,Comedy|Drama,Hindi,1,15.03,44.01,27.98,33.01,11
7456,Code Name: Tiranga,Hindi,14-10-22,2022,4,|Action|Thriller,Hindi,1,0.74,1.07,0.74,0.87,0.2
6184,Goodbye,Hindi,07-10-22,2022,4,Comedy|Drama,Hindi,1,3.86,10.55,6.82,8.05,2.5
6314,Godfather,Telugu,05-10-22,2022,2,Action|Thriller,Hindi|Telugu,2,60.28,107,74.03,87,20
7011,Kantara,Kannada,30-09-22,2022,4,Action|Thriller,Hindi|Kannada|Malayalam|Tamil|Telugu,5,30.27,407.82,309.64,363.82,44
6583,Vikram Vedha,Hindi,30-09-22,2022,4,Action|Thriller,Hindi,1,36.94,135.44,78.9,93.1,42.34
6177,Ponniyin Selvan - Part 1,Tamil,30-09-22,2022,4,Drama|Historical,Hindi|Malayalam|Tamil|Telugu,4,101.1,488.36,266.54,313.36,175
7476,Prem Geet 3,Hindi,23-09-22,2022,4,Action|Drama|Romantic,Hindi,1,0.92,4.84,0.92,1.12,3.72
6512,Dhokha: Round D Corner,Hindi,23-09-22,2022,4,Drama|Thriller,Hindi,1,2.48,4.4,3.25,3.7,0.7
6438,Chup,Hindi,23-09-22,2022,4,Psychological|Thriller,Hindi,1,7.38,19,11.6,13.7,5.3
97,Brahmastra Part One: Shiva,Hindi,09-09-22,2022,4,Action|Fantasy|Sci-Fi|Superhero,Hindi|Kannada|Malayalam|Tamil|Telugu,5,124.49,431,267.2,315.5,115.5
5915,Liger,Telugu,25-08-22,2022,3,Action,Hindi|Kannada|Malayalam|Tamil|Telugu,5,35.42,56.18,41.17,48.58,7.6
6018,Dobaaraa,Hindi,19-08-22,2022,4,Thriller,Hindi,1,2.98,1.1,4.79,5.65,0.15
6106,Karthikeya 2,Telugu,13-08-22,2022,5,Mystery|Thriller,Hindi|Telugu,2,10.83,117.87,86.75,102.37,15.5
5718,Raksha Bandhan,Hindi,11-08-22,2022,3,Drama,Hindi,1,28.16,68.38,48.63,57.38,11
5271,Laal Singh Chaddha,Hindi,11-08-22,2022,3,Comedy|Drama,Hindi|Tamil|Telugu,3,37.96,133.5,61.36,72.5,61
7267,DC League of Super-Pets,English,05-08-22,2022,4,Action|Adventure|Animation,English|Hindi|Tamil|Telugu,4,,,,,
6892,Sita Ramam,Telugu,05-08-22,2022,4,Drama|Romantic,Hindi|Malayalam|Tamil|Telugu,4,17.2,94.28,65.49,77.28,17
7264,Bullet Train,English,04-08-22,2022,3,Action|Thriller,English|Hindi|Tamil|Telugu,4,0.7,0.85,3.49,4.12,0.85
5507,Ek Villain Returns,Hindi,29-07-22,2022,4,Action|Romantic,Hindi,1,23.54,60,43.21,51,9
5920,Vikrant Rona,Kannada,28-07-22,2022,3,Action|Adventure|Fantasy|Thriller,Hindi|Kannada|Malayalam|Tamil|Telugu,5,53.51,100.35,80.14,94.75,5.6
2030,Shamshera,Hindi,22-07-22,2022,4,Action,Hindi|Tamil|Telugu,3,31.75,60.75,40.45,47.75,13
6547,HIT – The First Case,Hindi,15-07-22,2022,4,Mystery|Thriller,Hindi,1,5.59,8,8.87,10.47,1.4
5893,Shabaash Mithu,Hindi,15-07-22,2022,4,Biopic,Hindi,1,1.05,1.4,2.31,2.73,0.2
5731,Khuda Haafiz Chapter II,Hindi,08-07-22,2022,4,Action|Thriller,Hindi,1,6.15,15.4,12.86,13.2,2.2
6403,Thor: Love And Thunder,English,07-07-22,2022,3,Superhero,English|Hindi|Kannada|Tamil|Telugu,5,64.8,6295,104.74,125.75,3455
5222,Rocketry: The Nambi Effect,Tamil,01-07-22,2022,4,Biography|Biopic|Drama,Hindi|Malayalam|Tamil|Telugu,4,8.7,45.25,34.4,40.25,5
5780,Rashtra Kavach: OM,Hindi,01-07-22,2022,4,Action|Thriller,Hindi,1,5.11,4.8,8.25,9.74,1
5772,JugJugg Jeeyo,Hindi,24-06-22,2022,4,Comedy|Drama|Romantic,Hindi,1,36.93,139.5,85.41,101.2,38.3
5354,Nikamma,Hindi,17-06-22,2022,4,Action,Hindi,1,1.41,0.8,2.19,2.58,0.2
5797,Janhit Mein Jaari,Hindi,10-06-22,2022,4,Comedy,Hindi,1,2.19,5.5,3.75,4.4,1.1
5683,Jurassic World: Dominion,English,10-06-22,2022,4,Adventure|Fantasy,English|Hindi|Tamil|Telugu,4,36.15,8400,69.23,83,5200
6249,777 Charlie,Kannada,10-06-22,2022,4,Adventure|Comedy|Drama,Hindi|Kannada|Malayalam|Tamil|Telugu,5,24.15,102.75,84.79,96.95,5.8
5770,Vikram,Tamil,03-06-22,2022,4,Action|Thriller,Hindi|Tamil|Telugu,3,94.65,414.43,247.32,289.43,125
5825,Major,Telugu,03-06-22,2022,4,Biography,Hindi|Malayalam|Telugu,3,22.64,58.2,41.03,45.2,13
5361,Samrat Prithviraj,Hindi,03-06-22,2022,4,Action|Biopic|Historical,Hindi|Tamil|Telugu,3,39.4,90.55,68.25,80.55,10
6855,Top Gun: Maverick,English,27-05-22,2022,4,Action|Thriller,English|Hindi|Tamil|Telugu,4,12.74,12250,41.84,51.04,12199
5968,Anek,Hindi,27-05-22,2022,4,Thriller,Hindi,1,6.26,9,9.05,10.68,1.7
5356,Bhool Bhulaiyaa 2,Hindi,20-05-22,2022,4,Comedy|Horror,Hindi,1,55.96,265.5,184.32,216.5,49
5344,Dhaakad,Hindi,20-05-22,2022,4,Action,Hindi,1,,,,,
5673,Jayeshbhai Jordaar,Hindi,13-05-22,2022,4,Comedy|Drama,Hindi,1,12,17.5,17.91,21.13,3.45
6404,Doctor Strange In The Multiverse Of Madness,English,06-05-22,2022,4,Superhero,English|Hindi|Kannada|Tamil|Telugu,5,79.5,8000,131.14,158.7,4500
5620,Heropanti 2,Hindi,29-04-22,2022,4,Action,Hindi,1,15.6,28,21.5,25.3,2.7
5769,Runway 34,Hindi,29-04-22,2022,4,Drama|Thriller,Hindi,1,14.8,50.7,35.49,41.7,9
5385,Jersey,Hindi,22-04-22,2022,4,Drama|Sports,Hindi,1,11.8,30.75,20.85,25,5.75
5269,KGF Chapter 2,Kannada,14-04-22,2022,3,Drama|Thriller,Hindi|Kannada|Malayalam|Tamil|Telugu,5,380.15,1215,859.7,1000.85,214.15
6148,Beast,Tamil,13-04-22,2022,2,Action|Thriller,Hindi|Kannada|Tamil|Telugu,4,112.3,216.58,130.25,151.58,65
6383,Fantastic Beasts: The Secrets of Dumbledore,English,08-04-22,2022,4,Fantasy,English|Hindi|Tamil|Telugu,4,,,,,
5390,Attack - Part 1,Hindi,01-04-22,2022,4,Action|Thriller,Hindi,1,11.51,22,17.35,18.8,3.2
5270,RRR,Telugu,25-03-22,2022,4,Action|Period,Hindi|Kannada|Malayalam|Tamil|Telugu,5,324,1230,782.2,915.85,314.15
5353,Bachchhan Paandey,Hindi,18-03-22,2022,4,Action,Hindi,1,37.25,74.2,51.04,60.2,14
5702,Radhe Shyam,Telugu,11-03-22,2022,4,Romantic,Hindi|Kannada|Malayalam|Tamil|Telugu,5,90,149.5,104.38,123.2,26.3
5814,The Kashmir Files,Hindi,11-03-22,2022,4,Thriller,Hindi,1,27.15,341,252.25,295,46
6131,Etharkkum Thunindhavan,Tamil,10-03-22,2022,3,Action|Thriller,Hindi|Tamil|Telugu,3,30.61,71.4,49.1,57.4,14
5682,The Batman,English,04-03-22,2022,4,Crime|Drama,English|Hindi|Tamil|Telugu,4,22.2,1900,36.52,43.09,900
5736,Jhund,Hindi,04-03-22,2022,4,Drama|Sports,Hindi,1,6.5,23,14.7,17.3,5.7
5447,Gangubai Kathiawadi,Hindi,25-02-22,2022,4,Drama,Hindi|Telugu,2,39.12,211.5,132.01,155.5,56
5856,Valimai,Tamil,24-02-22,2022,3,Action|Thriller,Hindi|Kannada|Tamil|Telugu,4,79.3,164.5,106.1,123.5,41
6647,Uncharted,English,18-02-22,2022,4,Action|Adventure,English|Hindi|Tamil|Telugu,4,5.17,1100,8.42,10.8,670
5747,Khiladi,Telugu,11-02-22,2022,4,Action|Drama,Hindi|Telugu,2,13.32,23.5,21.53,21.7,1.8
5748,Badhaai Do,Hindi,11-02-22,2022,4,Comedy|Drama,Hindi,1,7.82,28.15,21.29,25.15,3
7946,Kushi (Rerelease),Telugu,31-12-22,2022,5,Action|Comedy|Romantic,Telugu,0,,7.25,5.77,6.75,0.5
7892,Korameenu,Telugu,31-12-22,2022,5,Drama|Political|Thriller,Telugu,1,,,,,
7897,Top Gear,Telugu,30-12-22,2022,4,Action|Romantic|Thriller,Telugu,1,,,,,
7864,18 Pages,Telugu,23-12-22,2022,4,Action|Comedy|Drama|Romantic,Telugu,1,6.75,22.96,16.8,19.66,3.3
6451,Dhamaka,Telugu,23-12-22,2022,4,Action|Thriller,Telugu,1,21,82.25,63.83,74.75,7.5
7865,Connect,Tamil,22-12-22,2022,3,Horror|Thriller,Hindi|Tamil|Telugu,3,5.1,15.57,12.45,14.57,1
5693,Avatar: The Way of Water,English,16-12-22,2022,4,Animation|Sci-Fi,English|Hindi|Kannada|Malayalam|Tamil|Telugu,6,128.8,17380,391.4,477.5,16902.5
7817,Gurtundha Seetakalam,Telugu,09-12-22,2022,4,Comedy|Romantic,Telugu,1,,,,,
7815,Cheppalani Undi,Telugu,09-12-22,2022,4,Comedy|Drama|Social,Telugu,1,,,,,
7776,Gatta Kusthi,Tamil,02-12-22,2022,4,Drama|Sports,Tamil,1,2.65,14.58,9.9,11.58,3
6144,Hit: The 2nd Case,Telugu,02-12-22,2022,4,Mystery|Thriller,Hindi|Telugu,2,16.85,41.85,25.92,30.35,11.5
6037,Bhediya,Hindi,25-11-22,2022,4,Comedy|Horror,Hindi|Telugu,2,28.55,94.91,68.99,81.41,13.5
7754,Itlu Maredumilli Prajaneekam,Telugu,25-11-22,2022,4,Drama|Social,Telugu,1,1.98,3.41,2.87,3.36,0.05
7716,Masooda,Telugu,18-11-22,2022,4,Horror|Thriller,Telugu,1,2.63,13,10.37,12.15,0.85
7715,Gaalodu,Telugu,18-11-22,2022,4,Action|Drama|Romantic,Telugu,1,3.34,9.2,7.7,9,0.2
6586,Yashoda,Telugu,11-11-22,2022,4,Drama|Thriller,Hindi|Malayalam|Tamil|Telugu,4,10.28,32.13,20.2,23.63,8.5
6405,Black Panther: Wakanda Forever,English,11-11-22,2022,4,Superhero,English|Hindi|Tamil|Telugu,4,42.2,6634,71.51,87.24,6546.76
7638,Urvasivo Rakshasivo,Telugu,04-11-22,2022,4,Comedy|Drama|Romantic,Telugu,1,2.72,3.68,4.76,5.62,0.5
7634,"Like, Share and Subscribe",Telugu,04-11-22,2022,4,Adventure|Comedy,Telugu,1,,,,,
7627,Love Today,Tamil,04-11-22,2022,4,Drama|Romantic,Tamil|Telugu,2,17.68,83.55,66.57,78.55,5
5775,Ram Setu,Hindi,25-10-22,2022,1,Historical|Mythology,Hindi|Tamil|Telugu,3,56,96.74,74.7,89.24,7.5
7587,Ginna,Telugu,21-10-22,2022,4,Action|Comedy|Romantic,Hindi|Malayalam|Telugu,3,0.2,0.24,0.36,0.42,0.01
7463,Ori Devuda,Telugu,21-10-22,2022,4,Comedy|Romantic,Telugu,1,4.6,10.43,7.63,8.93,1.5
6237,Sardar,Tamil,21-10-22,2022,4,Action|Thriller,Tamil|Telugu,2,17.78,84.5,54.99,64.5,20
7531,Prince,Tamil,21-10-22,2022,4,Comedy|Romantic,Tamil|Telugu,2,15.3,41.13,27.47,32.13,9
6175,Black Adam,English,20-10-22,2022,3,Action|Fantasy|Sci-Fi,English|Hindi|Tamil|Telugu,4,23.55,2985,48.69,57.52,2927.48
7554,Crazy Fellow,Telugu,14-10-22,2022,4,Comedy|Drama|Romantic,Telugu,1,,,,,
6314,Godfather,Telugu,05-10-22,2022,2,Action|Thriller,Hindi|Telugu,2,60.28,107,74.03,87,20
7509,Swathimuthyam,Telugu,05-10-22,2022,2,Comedy|Drama|Romantic,Telugu,0,,,,,
6566,The Ghost,Telugu,05-10-22,2022,2,Action|Thriller,Telugu,1,7,10.5,7.75,9,1.5
6177,Ponniyin Selvan - Part 1,Tamil,30-09-22,2022,4,Drama|Historical,Hindi|Malayalam|Tamil|Telugu,4,101.1,488.36,266.54,313.36,175
7011,Kantara,Kannada,30-09-22,2022,4,Action|Thriller,Hindi|Kannada|Malayalam|Tamil|Telugu,5,30.27,407.82,309.64,363.82,44
5902,Naane Varuvean,Tamil,29-09-22,2022,3,Action,Tamil|Telugu,2,14.12,35.6,25.02,29.6,6
7477,Alluri,Telugu,23-09-22,2022,4,Action|Crime|Drama,Telugu,1,,,,,
7421,Krishna Vrinda Vihari,Telugu,23-09-22,2022,4,Comedy|Romantic,Telugu,1,4.3,8.1,6.28,6.95,1.15
7440,Aa Ammayi Gurinchi Meeku Cheppali,Telugu,16-09-22,2022,4,Comedy|Drama|Romantic,Telugu,1,1.04,1.47,1.75,2.07,0.25
7441,Nenu Meeku Baaga Kavalsinavaadini,Telugu,16-09-22,2022,4,Action|Romantic,Telugu,1,,,,,
7442,Saakini Daakini,Telugu,16-09-22,2022,4,Action|Comedy|Thriller,Telugu,1,,,,,
7395,Vendhu Thanindhathu Kaadu,Tamil,15-09-22,2022,3,Action|Drama|Musical,Tamil|Telugu,2,24.28,54.5,35.93,41,13.5
97,Brahmastra Part One: Shiva,Hindi,09-09-22,2022,4,Action|Fantasy|Sci-Fi|Superhero,Hindi|Kannada|Malayalam|Tamil|Telugu,5,124.49,431,267.2,315.5,115.5
6263,Oke Oka Jeevitham,Telugu,09-09-22,2022,4,Drama|Musical|Sci-Fi,Tamil|Telugu,2,5.66,21.8,12.58,14.8,7
7241,Captain,Tamil,08-09-22,2022,3,Action|Adventure|Thriller,Tamil|Telugu,2,4.71,7.88,5.88,6.88,1
7193,Ranga Ranga Vaibhavanga,Telugu,02-09-22,2022,4,Comedy|Drama|Romantic,Telugu,1,3.27,6.45,4.57,5.35,1.1
5848,Cobra,Tamil,31-08-22,2022,2,Thriller,Tamil|Telugu,2,35.68,58.86,43.47,50.86,8
5915,Liger,Telugu,25-08-22,2022,3,Action,Hindi|Kannada|Malayalam|Tamil|Telugu,5,35.42,56.18,41.17,48.58,7.6
7010,Thiruchitrambalam,Tamil,18-08-22,2022,3,Comedy|Romantic,Tamil|Telugu,2,37.76,117.2,77.11,90.3,26.9
6106,Karthikeya 2,Telugu,13-08-22,2022,5,Mystery|Thriller,Hindi|Telugu,2,10.83,117.87,86.75,102.37,15.5
6509,Macherla Niyojakavargam,Telugu,12-08-22,2022,4,Action|Thriller,Telugu,1,9.8,15.15,12.41,14.15,1
5271,Laal Singh Chaddha,Hindi,11-08-22,2022,3,Comedy|Drama,Hindi|Tamil|Telugu,3,37.96,133.5,61.36,72.5,61
7267,DC League of Super-Pets,English,05-08-22,2022,4,Action|Adventure|Animation,English|Hindi|Tamil|Telugu,4,,,,,
6892,Sita Ramam,Telugu,05-08-22,2022,4,Drama|Romantic,Hindi|Malayalam|Tamil|Telugu,4,17.2,94.28,65.49,77.28,17
6244,Bimbisara,Telugu,05-08-22,2022,4,Action|Drama|Historical,Telugu,1,22.8,64.6,49.24,58.1,6.5
7264,Bullet Train,English,04-08-22,2022,3,Action|Thriller,English|Hindi|Tamil|Telugu,4,0.7,0.85,3.49,4.12,0.85
6265,Ramarao On Duty,Telugu,29-07-22,2022,4,Action|Thriller,Telugu,1,5.7,8.6,6.47,7.6,1
7211,The Legend,Hindi,28-07-22,2022,3,Action|Sci-Fi,Hindi|Tamil|Telugu,3,,,,,
5920,Vikrant Rona,Kannada,28-07-22,2022,3,Action|Adventure|Fantasy|Thriller,Hindi|Kannada|Malayalam|Tamil|Telugu,5,53.51,100.35,80.14,94.75,5.6
6236,Thank You,Telugu,22-07-22,2022,4,Comedy|Drama|Romantic,Telugu,1,2.3,3.5,9.43,11.13,0.8
2030,Shamshera,Hindi,22-07-22,2022,4,Action,Hindi|Tamil|Telugu,3,31.75,60.75,40.45,47.75,13
7222,Maha,Tamil,22-07-22,2022,4,Crime|Mystery|Thriller,Tamil|Telugu,2,,,,,
7198,My Dear Bootham,Tamil,15-07-22,2022,4,Comedy|Drama,Tamil|Telugu,2,,,,,
7197,Gargi,Tamil,15-07-22,2022,4,Drama|Thriller,Kannada|Tamil|Telugu,3,,,,,
6703,The Warriorr,Telugu,14-07-22,2022,3,Action|Thriller,Tamil|Telugu,2,21.98,31.5,26.45,30,1.5
7140,Happy Birthday,Telugu,08-07-22,2022,4,Action|Comedy,Telugu,1,,,,,
6403,Thor: Love And Thunder,English,07-07-22,2022,3,Superhero,English|Hindi|Kannada|Tamil|Telugu,5,64.8,6295,104.74,125.75,3455
7148,Yaanai,Tamil,01-07-22,2022,4,Action|Drama|Romantic,Tamil|Telugu,2,7.2,21.8,16.9,19.8,2
6251,Pakka Commercial,Telugu,01-07-22,2022,4,Action|Thriller,Telugu,1,8.2,8.1,11.5,13.57,1
5222,Rocketry: The Nambi Effect,Tamil,01-07-22,2022,4,Biography|Biopic|Drama,Hindi|Malayalam|Tamil|Telugu,4,8.7,45.25,34.4,40.25,5
7125,Sammathame,Telugu,24-06-22,2022,4,Comedy|Drama|Romantic,Telugu,1,,,,,
7101,Chor Bazaar,Telugu,24-06-22,2022,4,Action|Drama|Romantic,Telugu,1,,,,,
5820,Virata Parvam,Telugu,17-06-22,2022,4,Action|Drama,Telugu,1,2.49,4.2,5.12,6.04,1.3
5879,Godse,Telugu,17-06-22,2022,4,Action|Thriller,Telugu,1,,,,,
5683,Jurassic World: Dominion,English,10-06-22,2022,4,Adventure|Fantasy,English|Hindi|Tamil|Telugu,4,36.15,8400,69.23,83,5200
6249,777 Charlie,Kannada,10-06-22,2022,4,Adventure|Comedy|Drama,Hindi|Kannada|Malayalam|Tamil|Telugu,5,24.15,102.75,84.79,96.95,5.8
5786,Ante Sundaraniki,Telugu,10-06-22,2022,4,Comedy,Malayalam|Tamil|Telugu,3,17.2,36.5,21.6,25.5,11
5361,Samrat Prithviraj,Hindi,03-06-22,2022,4,Action|Biopic|Historical,Hindi|Tamil|Telugu,3,39.4,90.55,68.25,80.55,10
5770,Vikram,Tamil,03-06-22,2022,4,Action|Thriller,Hindi|Tamil|Telugu,3,94.65,414.43,247.32,289.43,125
5825,Major,Telugu,03-06-22,2022,4,Biography,Hindi|Malayalam|Telugu,3,22.64,58.2,41.03,45.2,13
5819,F3: Fun and Frustration,Telugu,27-05-22,2022,4,Comedy,Telugu,1,42.75,90,67.34,75.1,14.9
6855,Top Gun: Maverick,English,27-05-22,2022,4,Action|Thriller,English|Hindi|Tamil|Telugu,4,12.74,12250,41.84,51.04,12199
6493,Don,Tamil,13-05-22,2022,4,Action|Comedy,Tamil|Telugu,2,31.3,114,77.86,90.65,23.35
5719,Sarkaru Vaari Paata,Telugu,12-05-22,2022,3,Action|Drama,Telugu,1,104.3,188.5,137.95,162,26.5
6926,Ashoka Vanamlo Arjuna Kalyanam,Telugu,06-05-22,2022,4,Drama|Romantic,Telugu,1,1.3,3.6,7.65,9.03,0
6927,Bhala Thandhanana,Telugu,06-05-22,2022,4,Action|Crime|Drama,Telugu,1,,,,,
6404,Doctor Strange In The Multiverse Of Madness,English,06-05-22,2022,4,Superhero,English|Hindi|Kannada|Tamil|Telugu,5,79.5,8000,131.14,158.7,4500
5663,Acharya,Telugu,29-04-22,2022,4,Action|Historical,Telugu,1,52.4,73.5,56.14,62.25,11.25
5914,Kaathuvaakula Rendu Kaadhal,Tamil,28-04-22,2022,3,Drama|Romantic,Tamil|Telugu,2,22.15,52.5,41.79,42.5,10
5269,KGF Chapter 2,Kannada,14-04-22,2022,3,Drama|Thriller,Hindi|Kannada|Malayalam|Tamil|Telugu,5,380.15,1215,859.7,1000.85,214.15
6148,Beast,Tamil,13-04-22,2022,2,Action|Thriller,Hindi|Kannada|Tamil|Telugu,4,112.3,216.58,130.25,151.58,65
5917,Ghani,Telugu,08-04-22,2022,4,Action,Telugu,1,5.97,7.7,7.16,8.45,0.7
6383,Fantastic Beasts: The Secrets of Dumbledore,English,08-04-22,2022,4,Fantasy,English|Hindi|Tamil|Telugu,4,,,,,
5270,RRR,Telugu,25-03-22,2022,4,Action|Period,Hindi|Kannada|Malayalam|Tamil|Telugu,5,324,1230,782.2,915.85,314.15
6835,Stand Up Rahul,Telugu,18-03-22,2022,4,Comedy|Drama|Romantic,Telugu,1,0,0.35,0.3,0.35,0
6756,James,Kannada,17-03-22,2022,3,Action|Thriller,Kannada|Malayalam|Tamil|Telugu,4,50.7,94.2,76.25,89.2,5
5702,Radhe Shyam,Telugu,11-03-22,2022,4,Romantic,Hindi|Kannada|Malayalam|Tamil|Telugu,5,90,149.5,104.38,123.2,26.3
6131,Etharkkum Thunindhavan,Tamil,10-03-22,2022,3,Action|Thriller,Hindi|Tamil|Telugu,3,30.61,71.4,49.1,57.4,14
5682,The Batman,English,04-03-22,2022,4,Crime|Drama,English|Hindi|Tamil|Telugu,4,22.2,1900,36.52,43.09,900
5761,Aadavallu Meeku Johaarlu,Telugu,04-03-22,2022,4,Drama|Romantic,Telugu,1,4.45,6.2,9.57,11.29,1
5858,Hey Sinamika,Tamil,03-03-22,2022,3,Comedy|Drama|Romantic,Tamil|Telugu,2,3.2,3.75,4.13,4.87,0
5447,Gangubai Kathiawadi,Hindi,25-02-22,2022,4,Drama,Hindi|Telugu,2,39.12,211.5,132.01,155.5,56
6282,Bheemla Nayak,Telugu,25-02-22,2022,4,Action|Thriller,Telugu,1,77.22,158.5,112.62,130.5,28
5856,Valimai,Tamil,24-02-22,2022,3,Action|Thriller,Hindi|Kannada|Tamil|Telugu,4,79.3,164.5,106.1,123.5,41
6647,Uncharted,English,18-02-22,2022,4,Action|Adventure,English|Hindi|Tamil|Telugu,4,5.17,1100,8.42,10.8,670
5963,Son of India,Telugu,18-02-22,2022,4,Reality,Telugu,1,0.12,0.17,0.14,0.17,0
6718,DJ Tillu,Telugu,12-02-22,2022,5,Comedy|Romantic,Telugu,1,9.45,30.5,23.31,27.3,3.2
6735,FIR,Tamil,11-02-22,2022,4,Action|Thriller,Tamil|Telugu,2,4.96,10.5,8.84,9,1.5
5747,Khiladi,Telugu,11-02-22,2022,4,Action|Drama,Hindi|Telugu,2,13.32,23.5,21.53,21.7,1.8
6186,Veerame Vaagai Soodum,Tamil,04-02-22,2022,4,Action|Thriller,Kannada|Tamil|Telugu,3,6.86,8.5,12.98,15.32,0.55
5826,Good Luck Sakhi,Telugu,28-01-22,2022,4,Comedy|Romantic|Sports,Telugu,1,0.87,1.02,1.48,1.75,0
6257,Hero,Telugu,15-01-22,2022,5,Action|Romantic,Telugu,1,,,,,
6401,Rowdy Boys,Telugu,14-01-22,2022,4,Action|Comedy|Romantic,Telugu,1,,,,,
6332,Bangarraju,Telugu,14-01-22,2022,4,Comedy|Drama|Horror|Thriller,Telugu,1,32.2,61.8,49.61,58.3,3.5
6676,1945,Telugu,07-01-22,2022,4,Action|Drama|Historical,Telugu,1,,,,,
7891,Sembi,Tamil,30-12-22,2022,4,Drama,Tamil,1,,,,,
7839,Laththi,Tamil|Telugu,22-12-22,2022,3,Action|Drama|Thriller,Tamil|Telugu,2,,,,,
7865,Connect,Tamil,22-12-22,2022,3,Horror|Thriller,Hindi|Tamil|Telugu,3,5.1,15.57,12.45,14.57,1
5693,Avatar: The Way of Water,English,16-12-22,2022,4,Animation|Sci-Fi,English|Hindi|Kannada|Malayalam|Tamil|Telugu,6,128.8,17380,391.4,477.5,16902.5
7829,Naai Sekar Returns,Tamil,09-12-22,2022,4,Comedy,Tamil,1,3.65,9.06,6.46,7.56,1.5
7830,Varalaru Mukkiyam,Tamil,09-12-22,2022,4,Comedy|Romantic,Tamil,1,,,,,
7775,DSP,Tamil,02-12-22,2022,4,Action|Crime|Drama,Tamil,1,,,,,
7776,Gatta Kusthi,Tamil,02-12-22,2022,4,Drama|Sports,Tamil,1,2.65,14.58,9.9,11.58,3
7690,Gold,Malayalam,01-12-22,2022,3,Comedy|Drama|Romantic,Malayalam|Tamil,2,4.42,11.3,5.33,6.3,5
6037,Bhediya,Hindi,25-11-22,2022,4,Comedy|Horror,Hindi|Telugu,2,28.55,94.91,68.99,81.41,13.5
7744,Agent Kannayiram,Tamil,25-11-22,2022,4,Comedy|Crime|Thriller,Tamil,1,,,,,
7748,Pattathu Arasan,Tamil,25-11-22,2022,4,Drama,Tamil,1,,,,,
7706,Kalaga Thalaivan,Tamil,18-11-22,2022,4,Action|Thriller,Tamil,1,,,,,
6586,Yashoda,Telugu,11-11-22,2022,4,Drama|Thriller,Hindi|Malayalam|Tamil|Telugu,4,10.28,32.13,20.2,23.63,8.5
6405,Black Panther: Wakanda Forever,English,11-11-22,2022,4,Superhero,English|Hindi|Tamil|Telugu,4,42.2,6634,71.51,87.24,6546.76
7627,Love Today,Tamil,04-11-22,2022,4,Drama|Romantic,Tamil|Telugu,2,17.68,83.55,66.57,78.55,5
7625,Coffee With Kaadhal,Tamil,04-11-22,2022,4,Comedy|Romantic,Tamil,1,0.6,0.7,2.42,2.86,0
5775,Ram Setu,Hindi,25-10-22,2022,1,Historical|Mythology,Hindi|Tamil|Telugu,3,56,96.74,74.7,89.24,7.5
6237,Sardar,Tamil,21-10-22,2022,4,Action|Thriller,Tamil|Telugu,2,17.78,84.5,54.99,64.5,20
7531,Prince,Tamil,21-10-22,2022,4,Comedy|Romantic,Tamil|Telugu,2,15.3,41.13,27.47,32.13,9
6175,Black Adam,English,20-10-22,2022,3,Action|Fantasy|Sci-Fi,English|Hindi|Tamil|Telugu,4,23.55,2985,48.69,57.52,2927.48
7011,Kantara,Kannada,30-09-22,2022,4,Action|Thriller,Hindi|Kannada|Malayalam|Tamil|Telugu,5,30.27,407.82,309.64,363.82,44
6177,Ponniyin Selvan - Part 1,Tamil,30-09-22,2022,4,Drama|Historical,Hindi|Malayalam|Tamil|Telugu,4,101.1,488.36,266.54,313.36,175
